SGL,Transect..,TransectMeterPlot,Genus,Species,Species.common,Daubenmeyer,Present,Heading,BurnDate,YearSinceBurn,CollectedDate,DateCollected,Time.Category,Burn.Unit,Days.Since.Burn,Notes
300,6,20m,Rubus,,,0,absent,,5/22/2019,5/22/2019,5/11/2025,5/11/2025,C,300-1,,
300,6,20m,Gaylussacia,,,0,absent,,5/22/2019,5/22/2019,5/11/2025,5/11/2025,C,300-1,,
183,2,20m,Rubus,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,2,20m,Gaylussacia,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,2,20m,Gaultheria,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,2,15m,Rubus,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,2,15m,Gaylussacia,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,2,10m,Rubus,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,2,10m,Gaylussacia,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,2,5m,Rubus,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,2,5m,Gaylussacia,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,1,20m,Rubus,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,1,20m,Gaylussacia,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,1,15m,Rubus,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,1,15m,Gaylussacia,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,1,10m,Rubus,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,1,10m,Gaylussacia,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,1,5m,Rubus,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,1,5m,Gaylussacia,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,3,20m,Gaylussacia,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,3,20m,Gaultheria,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,3,20m,Rubus,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,3,15m,Gaylussacia,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,3,15m,Gaultheria,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,3,15m,Rubus,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,3,10m,Rubus,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,3,10m,Gaylussacia,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,3,5m,Rubus,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,3,5m,Vaccinium,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
183,3,5m,Gaylussacia,,,0,absent,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,,
211,4,20m,Rubus,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,4,20m,Vaccinium,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,4,20m,Gaylussacia,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,4,20m,Gaultheria,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,4,15m,Rubus,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,4,15m,Vaccinium,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,4,15m,Gaylussacia,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,4,10m,Gaultheria,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,4,10m,Gaylussacia,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,4,10m,Rubus,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,4,5m,Rubus,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,4,5m,Gaylussacia,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,5,5m,Rubus,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,5,5m,Vaccinium,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,5,5m,Gaylussacia,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,5,10m,Rubus,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,5,10m,Vaccinium,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,5,10m,Gaylussacia,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,5,10m,Gaultheria,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,5,15m,Rubus,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,5,15m,Vaccinium,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,5,15m,Gaylussacia,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,5,15m,Gaultheria,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,5,20m,Rubus,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,5,20m,Vaccinium,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,5,20m,Gaylussacia,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,5,20m,Gaultheria,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,6,5m,Rubus,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,6,5m,Vaccinium,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,6,5m,Gaylussacia,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,6,5m,Gaultheria,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,6,10m,Vaccinium,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,6,10m,Gaylussacia,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,6,10m,Gaultheria,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,6,15m,Vaccinium,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,6,15m,Gaylussacia,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,6,15m,Gaultheria,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,6,20m,Rubus,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,6,20m,Vaccinium,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,6,20m,Gaylussacia,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
211,6,20m,Gaultheria,,,0,absent,,Never,Never,5/18/2025,5/18/2025,E,211-2,,
300,10,20m,Gaylussacia,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,10,20m,Rubus,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,10,15m,Gaylussacia,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,10,15m,Rubus,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,10,10m,Gaylussacia,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,10,10m,Rubus,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,10,5m,Gaylussacia,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,10,5m,Rubus,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,11,20m,Rubus,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,11,15m,Rubus,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,11,10m,Rubus,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,11,5m,Vaccinium,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,11,5m,Rubus,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,12,20m,Rubus,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,12,15m,Rubus,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,12,15m,Gaylussacia,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,12,15m,Gaultheria,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,12,10m,Rubus,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,12,5m,Rubus,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
300,12,5m,Gaultheria,,,0,absent,,Never,Never,6/6/2025,6/6/2025,E,300-3,,
210,1,5m,Rubus,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,1,5m,Gaylussacia,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,1,5m,Gaultheria,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,1,10m,Rubus,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,1,10m,Gaylussacia,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,1,10m,Gaultheria,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,1,15m,Vaccinium,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,1,15m,Gaylussacia,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,1,15m,Gaultheria,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,1,20m,Vaccinium,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,1,20m,Gaylussacia,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,1,20m,Gaultheria,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,2,5m,Gaylussacia,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,2,5m,Gaultheria,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,2,10m,Gaylussacia,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,2,10m,Gaultheria,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,2,10m,Rubus,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,2,15m,Vaccinium,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,2,15m,Gaylussacia,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,2,15m,Gaultheria,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,2,20m,Vaccinium,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,2,20m,Gaylussacia,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,2,20m,Gaultheria,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,3,5m,Gaultheria,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,3,5m,Rubus,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,3,5m,Gaylussacia,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,3,10m,Gaultheria,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,3,10m,Rubus,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,3,10m,Gaylussacia,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,3,15m,Rubus,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,3,15m,Gaylussacia,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,3,20m,Gaultheria,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,3,20m,Rubus,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
210,3,20m,Gaylussacia,,,0,absent,,Never,Never,6/7/2025,6/7/2025,E,210-1,,
183,4,20m,Rubus,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,4,20m,Gaylussacia,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,4,15m,Rubus,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,4,15m,Gaylussacia,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,4,10m,Rubus,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,4,10m,Gaylussacia,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,4,5m,Gaylussacia,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,4,5m,Gaultheria,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,4,5m,Rubus,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,5,20m,Gaylussacia,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,5,20m,Rubus,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,5,20m,Vaccinium,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,5,15m,Gaylussacia,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,5,15m,Gaultheria,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,5,15m,Rubus,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,5,10m,Gaylussacia,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,5,10m,Rubus,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,5,5m,Gaylussacia,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,5,5m,Gaultheria,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,5,5m,Rubus,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,6,20m,Gaylussacia,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,6,20m,Gaultheria,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,6,20m,Rubus,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,6,20m,Vaccinium,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,6,15m,Gaylussacia,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,6,15m,Gaultheria,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,6,15m,Rubus,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,6,15m,Vaccinium,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,6,10m,Gaylussacia,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,6,10m,Gaultheria,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,6,10m,Rubus,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,6,5m,Gaylussacia,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,6,5m,Gaultheria,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
183,6,5m,Rubus,,,0,absent,,Never,Never,8/16/2025,8/16/2025,E,183-3,,
300,7,5m,Vaccinium,angustifolium,lowbush blueberry,1,present,199S,4/25/2025,4/25/2025,5/11/2025,5/11/2025,A,300-2,16,
300,7,5m,Gaultheria,procumbens,teaberry,1,present,199S,4/25/2025,4/25/2025,5/11/2025,5/11/2025,A,300-2,16,
300,7,10m,Gaultheria,procumbens,teaberry,1,present,199S,4/25/2025,4/25/2025,5/11/2025,5/11/2025,A,300-2,16,
300,7,10m,Vaccinium,angustifolium,lowbush blueberry,1,present,199S,4/25/2025,4/25/2025,5/11/2025,5/11/2025,A,300-2,16,
300,7,15m,Vaccinium,angustifolium,lowbush blueberry,1,present,199S,4/25/2025,4/25/2025,5/11/2025,5/11/2025,A,300-2,16,
300,8,5m,Gaultheria,procumbens,teaberry,1,present,202SW,4/25/2025,4/25/2025,5/11/2025,5/11/2025,A,300-2,16,
300,8,15m,Vaccinium,angustifolium,lowbush blueberry,1,present,202SW,4/25/2025,4/25/2025,5/11/2025,5/11/2025,A,300-2,16,
300,9,5m,Gaylussacia,baccata,black huckleberry,1,present,23NE,4/25/2025,4/25/2025,5/11/2025,5/11/2025,A,300-2,16,
300,9,10m,Rubus,allegheniensis ,Allegheny blackberry,1,present,23NE,4/25/2025,4/25/2025,5/11/2025,5/11/2025,A,300-2,16,
300,9,20m,Gaultheria,procumbens,teaberry,1,present,23NE,4/25/2025,4/25/2025,5/11/2025,5/11/2025,A,300-2,16,
211,1,5m,Rubus,flagellaris,northern dewberry,1,present,?,4/23/2025,4/23/2025,5/18/2025,5/18/2025,A,211-1,25,
211,1,10m,Rubus,allegheniensis ,Allegheny blackberry,1,present,?,4/23/2025,4/23/2025,5/18/2025,5/18/2025,A,211-1,25,
211,1,15m,Rubus,allegheniensis ,Allegheny blackberry,1,present,?,4/23/2025,4/23/2025,5/18/2025,5/18/2025,A,211-1,25,
211,1,15m,Rubus,flagellaris,northern dewberry,1,present,?,4/23/2025,4/23/2025,5/18/2025,5/18/2025,A,211-1,25,
211,2,5m,Rubus,allegheniensis,Allegheny blackberry,1,present,,4/23/2025,4/23/2025,5/18/2025,5/18/2025,A,211-1,25,
211,2,15m,Rubus,flagellaris,northern dewberry,1,present,,4/23/2025,4/23/2025,5/18/2025,5/18/2025,A,211-1,25,
211,3,5m,Rubus,flagellaris,northern dewberry,1,present,,4/23/2025,4/23/2025,5/18/2025,5/18/2025,A,211-1,25,
210,4,10m,Rubus,allegheniensis,Allegheny blackberry,1,present,177,3/12/2025,3/12/2025,6/7/2025,6/7/2025,A,210-2,87,
38,8,15m,Vaccinium,angustifolium,lowbush blueberry,1,present,,6/17/2014,6/17/2014,6/18/2025,6/18/2025,D,38-2,4019,
38,8,15m,Gaylussacia,baccata,black huckleberry,1,present,,6/17/2014,6/17/2014,6/18/2025,6/18/2025,D,38-2,4019,
38,8,5m,Rubus,flagellaris,northern dewberry,1,present,,6/17/2014,6/17/2014,6/18/2025,6/18/2025,D,38-2,4019,
183,7,10m,Rubus,flagellaris,northern dewberry,1,present,178,4/29/2015,4/29/2015,8/16/2025,8/16/2025,D,183-2,3762,
183,8,20m,Rubus,hispidus,dewberry,1,present,175,4/29/2015,4/29/2015,8/16/2025,8/16/2025,D,183-2,3762,
183,8,15m,Vaccinium,corymbosum,highbush blueberry,1,present,175,4/29/2015,4/29/2015,8/16/2025,8/16/2025,D,183-2,3762,
183,8,5m,Vaccinium,angustifolium,lowbush blueberry,1,present,175,4/29/2015,4/29/2015,8/16/2025,8/16/2025,D,183-2,3762,
211,7,20m,Vaccinium,pallidum,hillside blueberry,1,present,,3/23/2021,3/23/2021,5/25/2025,5/25/2025,B,211-3,1524,
211,7,5m,Rubus,allegheniensis,Allegheny blackberry,1,present,,3/23/2021,3/23/2021,5/25/2025,5/25/2025,B,211-3,1524,
211,8,20m,Vaccinium,pallidum,hillside blueberry,1,present,,3/23/2021,3/23/2021,5/25/2025,5/25/2025,B,211-3,1524,
211,8,10m,Gaultheria,procumbens,teaberry,1,present,,3/23/2021,3/23/2021,5/25/2025,5/25/2025,B,211-3,1524,
211,9,10m,Rubus,hispidus,dewberry,1,present,,3/23/2021,3/23/2021,5/25/2025,5/25/2025,B,211-3,1524,
211,9,5m,Rubus,allegheniensis,Allegheny blackberry,1,present,,3/23/2021,3/23/2021,5/25/2025,5/25/2025,B,211-3,1524,
211,9,5m,Rubus,hispidus,dewberry,1,present,,3/23/2021,3/23/2021,5/25/2025,5/25/2025,B,211-3,1524,
38,1,20m,Gaultheria,procumbens,teaberry,1,present,,4/25/2022,4/25/2022,6/13/2025,6/13/2025,B,38-1,1145,
38,1,20m,Rubus,hispidus,dewberry,1,present,,4/25/2022,4/25/2022,6/13/2025,6/13/2025,B,38-1,1145,
38,1,10m,Rubus,hispidus,dewberry,1,present,,4/25/2022,4/25/2022,6/13/2025,6/13/2025,B,38-1,1145,
38,1,5m,Rubus,hispidus,dewberry,1,present,,4/25/2022,4/25/2022,6/13/2025,6/13/2025,B,38-1,1145,
38,1,5m,Gaultheria,procumbens,teaberry,1,present,,4/25/2022,4/25/2022,6/13/2025,6/13/2025,B,38-1,1145,
38,1,5m,Rubus,flagellaris,northern dewberry,1,present,,4/25/2022,4/25/2022,6/13/2025,6/13/2025,B,38-1,1145,
38,2,20m,Vaccinium,pallidum,hillside blueberry,1,present,,4/25/2022,4/25/2022,6/13/2025,6/13/2025,B,38-1,1145,
38,2,5m,Rubus,flagellaris,northern dewberry,1,present,,4/25/2022,4/25/2022,6/13/2025,6/13/2025,B,38-1,1145,
38,3,10m,Rubus,flagellaris,northern dewberry,1,present,,4/25/2022,4/25/2022,6/13/2025,6/13/2025,B,38-1,1145,
38,3,10m,Gaultheria,procumbens,teaberry,1,present,,4/25/2022,4/25/2022,6/13/2025,6/13/2025,B,38-1,1145,
300,4,5m,Vaccinium,angustifolium,lowbush blueberry,1,present,90E,5/22/2019,5/22/2019,5/11/2025,5/11/2025,C,300-1,2181,
300,4,10m,Vaccinium,angustifolium,lowbush blueberry,1,present,90E,5/22/2019,5/22/2019,5/11/2025,5/11/2025,C,300-1,2181,
300,6,20m,Gaultheria,procumbens,teaberry,1,present,111E,5/22/2019,5/22/2019,5/11/2025,5/11/2025,C,300-1,2181,
183,2,15m,Gaultheria,procumbens,teaberry,1,present,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,2651,
183,2,10m,Vaccinium,angustifolium,lowbush blueberry,1,present,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,2651,
183,2,5m,Gaultheria,procumbens,teaberry,1,present,,5/8/2018,5/8/2018,8/10/2025,8/10/2025,C,183-1,2651,
211,6,10m,Rubus,flagellaris,northern dewberry,1,present,,Never,Never,5/18/2025,5/18/2025,E,211-2,NA,
300,11,20m,Vaccinium,angustifolium,lowbush blueberry,1,present,236,Never,Never,6/6/2025,6/6/2025,E,300-3,NA,
300,11,10m,Vaccinium,angustifolium,lowbush blueberry,1,present,236,Never,Never,6/6/2025,6/6/2025,E,300-3,NA,
300,12,10m,Vaccinium,angustifolium,lowbush blueberry,1,present,296,Never,Never,6/6/2025,6/6/2025,E,300-3,NA,
300,12,10m,Gaylussacia,baccata,black huckleberry,1,present,296,Never,Never,6/6/2025,6/6/2025,E,300-3,NA,
210,1,15m,Rubus,hispidus,dewberry,1,present,96,Never,Never,6/7/2025,6/7/2025,E,210-1,NA,
210,2,15m,Rubus,hispidus,dewberry,1,present,256,Never,Never,6/7/2025,6/7/2025,E,210-1,NA,
210,2,20m,Rubus,hispidus,dewberry,1,present,256,Never,Never,6/7/2025,6/7/2025,E,210-1,NA,
210,3,5m,Vaccinium,angustifolium,lowbush blueberry,1,present,6,Never,Never,6/7/2025,6/7/2025,E,210-1,NA,
183,4,15m,Gaultheria,procumbens,teaberry,1,present,271,Never,Never,8/16/2025,8/16/2025,E,183-3,NA,
300,7,20m,Vaccinium,angustifolium,lowbush blueberry,2,present,199S,4/25/2025,4/25/2025,5/11/2025,5/11/2025,A,300-2,16,
300,8,5m,Vaccinium,angustifolium,lowbush blueberry,2,present,202SW,4/25/2025,4/25/2025,5/11/2025,5/11/2025,A,300-2,16,
300,8,15m,Gaultheria,procumbens,teaberry,2,present,202SW,4/25/2025,4/25/2025,5/11/2025,5/11/2025,A,300-2,16,
300,9,5m,Rubus,allegheniensis ,Allegheny blackberry,2,present,23NE,4/25/2025,4/25/2025,5/11/2025,5/11/2025,A,300-2,16,
300,9,15m,Gaylussacia,baccata,black huckleberry,2,present,23NE,4/25/2025,4/25/2025,5/11/2025,5/11/2025,A,300-2,16,
300,9,20m,Vaccinium,angustifolium,lowbush blueberry,2,present,23NE,4/25/2025,4/25/2025,5/11/2025,5/11/2025,A,300-2,16,
211,2,10m,Rubus,allegheniensis,Allegheny blackberry,2,present,,4/23/2025,4/23/2025,5/18/2025,5/18/2025,A,211-1,25,
211,3,10m,Rubus,allegheniensis,Allegheny blackberry,2,present,,4/23/2025,4/23/2025,5/18/2025,5/18/2025,A,211-1,25,
210,6,10m,Gaultheria,procumbens,teaberry,2,present,65,3/12/2025,3/12/2025,6/7/2025,6/7/2025,A,210-2,87,
210,6,15m,Gaultheria,procumbens,teaberry,2,present,65,3/12/2025,3/12/2025,6/7/2025,6/7/2025,A,210-2,87,
38,8,20m,Vaccinium,angustifolium,lowbush blueberry,2,present,,6/17/2014,6/17/2014,6/18/2025,6/18/2025,D,38-2,4019,
38,8,10m,Vaccinium,angustifolium,lowbush blueberry,2,present,,6/17/2014,6/17/2014,6/18/2025,6/18/2025,D,38-2,4019,
38,8,10m,Gaylussacia,baccata,black huckleberry,2,present,,6/17/2014,6/17/2014,6/18/2025,6/18/2025,D,38-2,4019,
183,7,20m,Rubus,allegheniensis,Allegheny blackberry,2,present,178,4/29/2015,4/29/2015,8/16/2025,8/16/2025,D,183-2,3762,
183,7,20m,Gaultheria,procumbens,teaberry,2,present,178,4/29/2015,4/29/2015,8/16/2025,8/16/2025,D,183-2,3762,
183,7,10m,Gaultheria,procumbens,teaberry,2,present,178,4/29/2015,4/29/2015,8/16/2025,8/16/2025,D,183-2,3762,
183,7,5m,Gaultheria,procumbens,teaberry,2,present,178,4/29/2015,4/29/2015,8/16/2025,8/16/2025,D,183-2,3762,
183,7,5m,Vaccinium,angustifolium,lowbush blueberry,2,present,178,4/29/2015,4/29/2015,8/16/2025,8/16/2025,D,183-2,3762,
183,8,15m,Rubus,hispidus,dewberry,2,present,175,4/29/2015,4/29/2015,8/16/2025,8/16/2025,D,183-2,3762,
183,8,5m,Vaccinium,stamineum,deer berry,2,present,175,4/29/2015,4/29/2015,8/16/2025,8/16/2025,D,183-2,3762,
183,8,5m,Rubus,hispidus,dewberry,2,present,175,4/29/2015,4/29/2015,8/16/2025,8/16/2025,D,183-2,3762,
211,7,20m,Rubus,flagellaris,northern dewberry,2,present,,3/23/2021,3/23/2021,5/25/2025,5/25/2025,B,211-3,1524,
211,7,15m,Vaccinium,pallidum,hillside blueberry,2,present,,3/23/2021,3/23/2021,5/25/2025,5/25/2025,B,211-3,1524,
211,7,10m,Vaccinium,pallidum,hillside blueberry,2,present,,3/23/2021,3/23/2021,5/25/2025,5/25/2025,B,211-3,1524,
211,7,5m,Rubus,hispidus,dewberry,2,present,,3/23/2021,3/23/2021,5/25/2025,5/25/2025,B,211-3,1524,
