SGL,Transect #,TransectMeterPlot,Genus,Species,Species common,Daubenmeyer,Heading,BurnDate,YearSinceBurn,CollectedDate,DateCollected,Time Category,Burn Unit,Days Since Burn,Notes
183,8,20m,Symphyotrichum,lanceolatum,panicled aster,2,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,20m,Persicaria,sagittata,arrowleaf tearthumb,2,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,15m,Scirpus,cyperinus,woolgrass,3,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,15m,Solidago,rugosa,wrinkleleaf goldenrod,3,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,15m,Pteridium,aquilinum,western bracken fern,3,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,15m,Rubus,hispidus,dewberry,2,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,15m,Acer,rubrum,red maple,1,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,15m,Quercus,rubra,red oak,2,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,15m,Avena fatua,,wild oats ,1,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,15m,Lysimachia,quadrifolia,whorled yellow loostrife,1,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,15m,Vaccinium,corymbosum,highbush blueberry,1,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,10m,Juncus,effusus,common rush,1,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,10m,Microstegium,vimineum,Japanese stiltgrass,3,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,10m,Solidago,rugosa,wrinkleleaf goldenrod,3,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,10m,Scirpus,cyperinus,woolgrass,2,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,10m,Rubus,hispidus,dewberry,4,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,5m,Vaccinium,stamineum,deer berry,2,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,5m,Vaccinium,angustifolium,lowbush blueberry,1,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,5m,Acer,rubrum,red maple,1,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,5m,Rubus,hispidus,dewberry,2,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,8,5m,Hamamelis,virginiana,witch-hazel,1,175,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,9,20m,Carex,pensylvanica,PA sedge,3,180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,9,20m,Solidago,rugosa,wrinkleleaf goldenrod,3,180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,9,20m,Hamamelis,virginiana,witch-hazel,3,180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,9,20m,,,pincushon moss,1,180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,9,20m,Scirpus,cyperinus,woolgrass,1,180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,9,20m,Rosa,multiflora,multiflora rose,2,180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,9,15m,Vaccinium,angustifolium,lowbush blueberry,3,180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,9,15m,Quercus,montana,chestnut oak,2,180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,9,15m,Quercus,rubra,red oak,2,180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,9,15m,Quercus,alba,white oak,2,180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,9,15m,,,pincushon moss,1,180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,9,15m,Aralia,nudicaulis,wild sarsaparilla,2,180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,9,10m,Aralia,nudicaulis,wild sarsaparilla,2,180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,9,10m,Hamamelis,virginiana,witch-hazel,2,180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,9,10m,Acer,rubrum,red maple,1,180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,9,10m,Quercus,alba,white oak,1,180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,9,10m,Quercus,rubra,red oak,1,180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
183,9,5m,Hamamelis,virginiana,witch-hazel,2,180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,D,183-2,3762,
211,7,20m,Dennstaedtia,punctilobula,hay-scented fern,3,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,20m,Betula,lenta,black birch,3,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,20m,Vaccinium,pallidum,hillside blueberry,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,20m,Lysimachia,quadrifolia,whorled yellow loostrife,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,20m,Rubus,flagellaris,northern dewberry,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,15m,Rubus,hispidus,dewberry,3,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,15m,Acer,rubrum,red maple,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,15m,Betula,lenta,black birch,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,15m,Lysimachia,quadrifolia,whorled yellow loostrife,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,15m,Dennstaedtia,punctilobula,hay-scented fern,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,15m,Vaccinium,pallidum,hillside blueberry,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,15m,Hamamelis,virginiana,witch-hazel,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,15m,,,moss morpho 3,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,15m,Carex,blanda,woodland sedge,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,10m,Betula,lenta,black birch,4,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,10m,Carex,blanda,woodland sedge,3,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,10m,Vaccinium,pallidum,hillside blueberry,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,10m,Sassafras,albidum,sassafrass,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,10m,Dennstaedtia,punctilobula,hay-scented fern,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,10m,Lysimachia,quadrifolia,whorled yellow loostrife,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,10m,,,moss morpho 3,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,5m,Carex,blanda,woodland sedge,3,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,5m,Lysimachia,quadrifolia,whorled yellow loostrife,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,5m,Acer,rubrum,red maple,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,5m,Rubus,hispidus,dewberry,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,5m,Vaccinium,pallidum,hillside blueberry,,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,5m,Betula,lenta,black birch,3,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,5m,,,moss morpho 3,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,5m,Carex,pensylvanica,PA sedge,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,7,5m,Rubus,allegheniensis,Allegheny blackberry,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,20m,Acer,rubrum,red maple,3,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,20m,Gaultheria,procumbens,teaberry,3,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,20m,Betula,lenta,black birch,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,20m,Vaccinium,pallidum,hillside blueberry,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,20m,Kalmia,latifolia,mountain laurel ,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,20m,Quercus,rubra,red oak,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,15m,Vaccinium,pallidum,hillside blueberry,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,15m,Acer,rubrum,red maple,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,15m,Betula,lenta,black birch,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,15m,Hamamelis,virginiana,witch-hazel,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,15m,Sassafras,albidum,sassafrass,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,15m,Gaultheria,procumbens,teaberry,3,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,15m,,,moss morpho 3,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,15m,Smilax,rotundifolia,common greenbriar,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,10m,Vaccinium,pallidum,hillside blueberry,3,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,10m,Acer,rubrum,red maple,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,10m,Betula,lenta,black birch,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,10m,Carex,vulpinoidea,fox sedge,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,10m,Kalmia,latifolia,mountain laurel ,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,10m,Gaultheria,procumbens,teaberry,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,5m,Rubus,hispidus,dewberry,4,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,5m,Betula,lenta,black birch,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,5m,Comptonia,peregrina,sweet fern,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,5m,Carex,vulpinoidea,fox sedge,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,5m,Microstegium,vimineum,Japanese stiltgrass,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,8,5m,Dennstaedtia,punctilobula,hay-scented fern,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,20m,Betula,lenta,black birch,4,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,20m,Rubus,allegheniensis,Allegheny blackberry,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,20m,Comptonia,peregrina,sweet fern,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,20m,Schizachyrium,scoparium,little bluestem ,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,20m,Acer,rubrum,red maple,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,20m,Liriodendron,tulipifera,tuliptree,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,15m,Betula,lenta,black birch,3,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,15m,Acer,rubrum,red maple,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,15m,Carex,blanda,woodland sedge,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,15m,Rubus,hispidus,dewberry,3,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,15m,Carex,vulpinoidea,fox sedge,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,15m,Microstegium,vimineum,Japanese stiltgrass,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,15m,Comptonia,peregrina,sweet fern,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,15m,,,moss morpho 3,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,10m,Scirpus,cyperinus,woolgrass,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,10m,Juncus,effusus,common rush,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,10m,Acer,rubrum,red maple,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,10m,,,Carex morpho 1,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,10m,Rubus,hispidus,dewberry,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,10m,,,poa sp. 1 ,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,10m,Betula,lenta,black birch,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,10m,Quercus,rubra,red oak,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,5m,Lysimachia,quadrifolia,whorled yellow loostrife,3,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,5m,Rubus,allegheniensis,Allegheny blackberry,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,5m,Hamamelis,virginiana,witch-hazel,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,5m,,,poa sp. 1 ,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,5m,Rubus,hispidus,dewberry,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,5m,Betula,lenta,black birch,2,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,5m,Quercus,rubra,red oak,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,5m,Sassafras,albidum,sassafrass,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
211,9,5m,,,Moss morpho 3,1,,3-23-21,3-23-21,5-25-25,5-25-25,B,211-3,1524,
38,1,20m,Vaccinium,pallidum,hillside blueberry,5,248,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,20m,Pteridium,aquilinum,western bracken fern,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,20m,Medeola,virginiana,Indian cucumber ,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,20m,Kalmia,angustifolia,sheep laurel,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,20m,Gaultheria,procumbens,teaberry,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,20m,Rubus,hispidus,dewberry,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,15m,Vaccinium,pallidum,hillside blueberry,5,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,15m,Medeola,virginiana,Indian cucumber ,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,15m,Gaultheria,procumbens,teaberry,2,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,15m,Kalmia,angustifolia,sheep laurel,2,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,15m,Acer,rubrum,red maple,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,10m,Rubus,hispidus,dewberry,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,10m,Kalmia,angustifolia,sheep laurel,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,10m,Vaccinium,corymbosum,highbush blueberry,5,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,10m,Gaultheria,procumbens,teaberry,2,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,10m,Carex,pensylvanica,PA sedge,2,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,10m,Pteridium,aquilinum,western bracken fern,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,5m,Vaccinium,pallidum,hillside blueberry,4,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,5m,Kalmia,angustifolia,sheep laurel,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,5m,Carex,pensylvanica,PA sedge,2,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,5m,,,common hairmoss,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,5m,Rubus,hispidus,dewberry,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,5m,Gaultheria,procumbens,teaberry,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,5m,Rubus,flagellaris,northern dewberry,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,1,5m,Lysimachia,quadrifolia,whorled yellow loostrife,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,20m,Gaultheria,procumbens,teaberry,5,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,20m,Kalmia,angustifolia,sheep laurel,2,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,20m,Sassafras,albidum,sassafrass,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,20m,Acer,rubrum,red maple,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,20m,Vaccinium,pallidum,hillside blueberry,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,20m,Amianthium,muscitoxicum,fly poison,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,15m,Gaultheria,procumbens,teaberry,4,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,15m,Vaccinium,corymbosum,highbush blueberry,3,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,15m,Kalmia,angustifolia,sheep laurel,2,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,15m,Sassafras,albidum,sassafrass,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,10m,Vaccinium,pallidum,hillside blueberry,4,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,10m,Pteridium,aquilinum,western bracken fern,5,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,10m,Gaultheria,procumbens,teaberry,2,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,10m,Kalmia,angustifolia,sheep laurel,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,10m,Aronia,melanocarpa,black chokeberry,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,5m,Dennstaedtia,punctilobula,hay-scented fern,2,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,5m,Sassafras,albidum,sassafrass,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,5m,Kalmia,angustifolia,sheep laurel,3,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,5m,Vaccinium,corymbosum,highbush blueberry,2,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,5m,Rubus,flagellaris,northern dewberry,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,5m,Gaultheria,procumbens,teaberry,3,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,5m,Carex,pensylvanica,PA sedge,2,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,2,5m,Quercus,ilicifolia,scrub oak,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,20m,Amianthium,muscitoxicum,fly poison,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,20m,Kalmia,angustifolia,sheep laurel,2,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,20m,Quercus,ilicifolia,scrub oak,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,20m,Vaccinium,pallidum,hillside blueberry,3,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,20m,Gaultheria,procumbens,teaberry,3,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,20m,Rubus,flagellaris,northern dewberry,2,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,20m,Lysimachia,borealis,northern starflower,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,20m,Pteridium,aquilinum,western bracken fern,2,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,20m,Medeola,virginiana,Indian cucumber ,2,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,15m,Vaccinium,pallidum,hillside blueberry,3,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,15m,Kalmia,angustifolia,sheep laurel,3,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,15m,Pteridium,aquilinum,western bracken fern,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,15m,Gaultheria,procumbens,teaberry,3,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,15m,Sassafras,albidum,sassafrass,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,10m,Vaccinium,corymbosum,highbush blueberry,3,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,10m,Kalmia,angustifolia,sheep laurel,3,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,10m,Rubus,flagellaris,northern dewberry,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,10m,Gaultheria,procumbens,teaberry,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,10m,Hamamelis,virginiana,witch-hazel,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,10m,Isotria,verticillata,large whorled pogonia,2,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,10m,Carex,pensylvanica,PA sedge,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,5m,Vaccinium,corymbosum,highbush blueberry,5,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,5m,Kalmia,angustifolia,sheep laurel,2,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,5m,,,nothern dewberry,2,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
38,3,5m,Dennstaedtia,punctilobula,hay-scented fern,1,,4-25-22,4-25-22,6-13-25,6-13-25,B,38-1,1145,
300,4,5m,Gaultheria,procumbens,teaberry,2,90E,5/22/2019,5-22-19,5/11/2025,5-11-25,C,300-1,2181,
300,4,5m,Gaylussacia,baccata,black huckleberry,4,90E,5/22/2019,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,5m,Viburnum,nudum,wild raisin,2,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,5m,Vaccinium,angustifolium,lowbush blueberry,1,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,5m,Quercus,ilicifolia,scrub oak,1,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,5m,Carex,pensylvanica,PA sedge,1,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,10m,Kalmia,angustifolia,sheep laurel,1,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,10m,Gaylussacia,baccata,black huckleberry,4,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,10m,Gaultheria,procumbens,teaberry,2,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,10m,Carex,pensylvanica,PA sedge,1,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,10m,Vaccinium,angustifolium,lowbush blueberry,1,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,10m,Viburnum,nudum,wild raisin,2,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,15m,Vaccinium,angustifolium,lowbush blueberry,2,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,15m,Gaylussacia,baccata,black huckleberry,4,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,15m,Quercus,ilicifolia,scrub oak,2,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,15m,Gaultheria,procumbens,teaberry,3,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,15m,Carex,pensylvanica,PA sedge,1,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,15m,Kalmia,angustifolia,sheep laurel,1,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,20m,Kalmia,angustifolia,sheep laurel,1,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,20m,Gaultheria,procumbens,teaberry,3,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,20m,Viburnum,nudum,wild raisin,3,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,4,20m,Quercus,ilicifolia,scrub oak,2,90E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
300,5,5m,Aronia,melanocarpa,black chokeberry,3,107E,5-22-19,5-22-19,5-11-25,5-11-25,C,300-1,2181,
